run_key,run_label,experiment,harness,agent,model,mode,audit_id,roles,source_types,total_calls,agent_calls,runner_calls,unique_commands,top_intent,top_intent_calls,top_primary_command,top_primary_command_calls,top_tool_family,top_tool_family_calls,inspection_calls,blockchain_rpc_calls,mutation_calls,compound_calls,mutating_flag_calls,nonzero_exit_calls,unknown_exit_calls
chatcmpl-tool-81b04199344489cf,chatcmpl-tool-81b04199344489cf,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,file_or_repo_mutation,1,mkdir,1,other_cli,1,0,0,1,0,1,0,0
chatcmpl-tool-821307a54d697680,chatcmpl-tool-821307a54d697680,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-823ac42a866685ba,chatcmpl-tool-823ac42a866685ba,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-823d7bef001aa13e,chatcmpl-tool-823d7bef001aa13e,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-8248c9d15c6c5a29,chatcmpl-tool-8248c9d15c6c5a29,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-825d18744ab6571c,chatcmpl-tool-825d18744ab6571c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,file_or_repo_mutation,1,cat,1,file_reader,1,0,0,1,1,1,0,0
chatcmpl-tool-829feccc484fb45d,chatcmpl-tool-829feccc484fb45d,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,find,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-82a1f36da917fddc,chatcmpl-tool-82a1f36da917fddc,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-832468404293f4be,chatcmpl-tool-832468404293f4be,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-83268a06a21b59d7,chatcmpl-tool-83268a06a21b59d7,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-833835d19d2ce513,chatcmpl-tool-833835d19d2ce513,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-834b2b34a75df826,chatcmpl-tool-834b2b34a75df826,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_search,1,grep,1,search,1,1,0,0,0,0,0,0
chatcmpl-tool-8367dd4a73bd1427,chatcmpl-tool-8367dd4a73bd1427,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-844eb462904b11c2,chatcmpl-tool-844eb462904b11c2,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-84b354bfc77ebb1c,chatcmpl-tool-84b354bfc77ebb1c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-84f7fffad74c0bad,chatcmpl-tool-84f7fffad74c0bad,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-8534a3557361b1b1,chatcmpl-tool-8534a3557361b1b1,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-853b2ad15875f4f4,chatcmpl-tool-853b2ad15875f4f4,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-8554edbeefddf4d8,chatcmpl-tool-8554edbeefddf4d8,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-856ed1ef108fda78,chatcmpl-tool-856ed1ef108fda78,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-858468ed1bbd6db5,chatcmpl-tool-858468ed1bbd6db5,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-85ea840e78ffea17,chatcmpl-tool-85ea840e78ffea17,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-85f2b37ba58c6648,chatcmpl-tool-85f2b37ba58c6648,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-86074124f6a710f6,chatcmpl-tool-86074124f6a710f6,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-86193e1035ff7f6d,chatcmpl-tool-86193e1035ff7f6d,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-867c4a21b04e3107,chatcmpl-tool-867c4a21b04e3107,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-86a1c057819e6e53,chatcmpl-tool-86a1c057819e6e53,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-877e37b96f40ec10,chatcmpl-tool-877e37b96f40ec10,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-87d4a2d5f0e9be95,chatcmpl-tool-87d4a2d5f0e9be95,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-87e99018d1d30826,chatcmpl-tool-87e99018d1d30826,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-880b5e13b711311e,chatcmpl-tool-880b5e13b711311e,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_search,1,grep,1,search,1,1,0,0,0,0,0,0
chatcmpl-tool-883fbe1dfcf5c4d1,chatcmpl-tool-883fbe1dfcf5c4d1,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-88dfa0eb12174c09,chatcmpl-tool-88dfa0eb12174c09,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-89386956b8c7d55d,chatcmpl-tool-89386956b8c7d55d,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-89601e7883f6fa10,chatcmpl-tool-89601e7883f6fa10,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-8a13caac0d713091,chatcmpl-tool-8a13caac0d713091,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8a4b82e913cb430a,chatcmpl-tool-8a4b82e913cb430a,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,1,0
chatcmpl-tool-8a50b74fa90016d9,chatcmpl-tool-8a50b74fa90016d9,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,echo,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-8a971c2994b4e75c,chatcmpl-tool-8a971c2994b4e75c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8b2ea3a1785c8b12,chatcmpl-tool-8b2ea3a1785c8b12,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8b80a0b5c56658d3,chatcmpl-tool-8b80a0b5c56658d3,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,file_or_repo_mutation,1,mkdir,1,other_cli,1,0,0,1,0,1,0,0
chatcmpl-tool-8b987b4297b336db,chatcmpl-tool-8b987b4297b336db,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8bb0a5ebd992d7f0,chatcmpl-tool-8bb0a5ebd992d7f0,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-8bb791750202184f,chatcmpl-tool-8bb791750202184f,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-8bbdf0107ad47f9a,chatcmpl-tool-8bbdf0107ad47f9a,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-8bf3680ec8f5e2a7,chatcmpl-tool-8bf3680ec8f5e2a7,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8c2f0dac3c9a4b4c,chatcmpl-tool-8c2f0dac3c9a4b4c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8c3678710d3bdf6a,chatcmpl-tool-8c3678710d3bdf6a,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-8cacd124bad41d5b,chatcmpl-tool-8cacd124bad41d5b,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,file_or_repo_mutation,1,mkdir,1,other_cli,1,0,0,1,1,1,0,0
chatcmpl-tool-8d1dda262c2a4e04,chatcmpl-tool-8d1dda262c2a4e04,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8d95dd8f1cf3138a,chatcmpl-tool-8d95dd8f1cf3138a,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8dbb7303195d8314,chatcmpl-tool-8dbb7303195d8314,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8e36f2c4266a53b6,chatcmpl-tool-8e36f2c4266a53b6,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2024-01-canto,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8f082feaff9ca2ab,chatcmpl-tool-8f082feaff9ca2ab,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8f64db3bf537540c,chatcmpl-tool-8f64db3bf537540c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,file_or_repo_mutation,1,mkdir,1,other_cli,1,0,0,1,0,1,0,0
chatcmpl-tool-8f6c0ad893092dcd,chatcmpl-tool-8f6c0ad893092dcd,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-8f80d0d183bb6b1c,chatcmpl-tool-8f80d0d183bb6b1c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-90b1260a1dfc54ab,chatcmpl-tool-90b1260a1dfc54ab,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_search,1,cat,1,search,1,1,0,0,1,0,0,0
chatcmpl-tool-90c5e34472a6af43,chatcmpl-tool-90c5e34472a6af43,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-90dbd79e3ca85216,chatcmpl-tool-90dbd79e3ca85216,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2024-01-canto,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9122aaa79e0ced10,chatcmpl-tool-9122aaa79e0ced10,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_search,1,grep,1,search,1,1,0,0,0,0,0,0
chatcmpl-tool-913d54f1c2b3a1e8,chatcmpl-tool-913d54f1c2b3a1e8,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-9144ca126174ea6d,chatcmpl-tool-9144ca126174ea6d,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-915d97afd27112f8,chatcmpl-tool-915d97afd27112f8,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-917e97be3440c95b,chatcmpl-tool-917e97be3440c95b,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-91a9345ce4ce4124,chatcmpl-tool-91a9345ce4ce4124,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-91c5812ccf9e5aae,chatcmpl-tool-91c5812ccf9e5aae,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-921b910d8ff42a0f,chatcmpl-tool-921b910d8ff42a0f,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-9269791ab0567b25,chatcmpl-tool-9269791ab0567b25,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-931f91ccc2a2ccce,chatcmpl-tool-931f91ccc2a2ccce,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-932ba959b5ce0954,chatcmpl-tool-932ba959b5ce0954,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9374a0a35523bfb4,chatcmpl-tool-9374a0a35523bfb4,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-93fedba579b3e78a,chatcmpl-tool-93fedba579b3e78a,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-943d723040ac1a67,chatcmpl-tool-943d723040ac1a67,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-95025817cb6a9175,chatcmpl-tool-95025817cb6a9175,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-951170ac56050a2d,chatcmpl-tool-951170ac56050a2d,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2026-05-04-ghcr,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-951ca8c24c169c32,chatcmpl-tool-951ca8c24c169c32,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
